Iteration,Avg,Max,Min
1,0.00042636126402785263,0.00046816479400749064,0.0004108463434675431
2,0.00043831147614703915,0.00047080979284369113,0.0004253509145044662
3,0.00044856851570483137,0.00047192071731949034,0.0004366812227074236
4,0.00045829488959119144,0.0004904364884747426,0.0004478280340349306
5,0.0004672223706628025,0.000508646998982706,0.00045682960255824577
6,0.00047688351372814596,0.0005125576627370579,0.0004666355576294914
7,0.0004852096286647825,0.0005189413596263622,0.00047596382674916705
8,0.0004942823398803212,0.0005235602094240838,0.00048449612403100775
9,0.0005029177343959388,0.0005344735435595938,0.000493339911198816
10,0.0005115380459609981,0.0005353319057815846,0.0005002501250625312
11,0.0005197676268116465,0.000543773790103317,0.0005104645227156713
12,0.0005267961898823188,0.00055005500550055,0.0005186721991701245
13,0.0005330894902662056,0.0005602240896358543,0.0005252100840336134
14,0.0005389651720097226,0.0005602240896358543,0.000531632110579479
15,0.0005464637064081329,0.0005767012687427913,0.0005376344086021505
16,0.0005535742465210871,0.0005906674542232723,0.0005446623093681918
17,0.0005619824660378086,0.0006024096385542169,0.0005518763796909492
18,0.0005684811907844099,0.0006024096385542169,0.0005586592178770949
19,0.0005792360052793905,0.0006060606060606061,0.0005659309564233164
20,0.0005900820260103604,0.0006215040397762585,0.0005797101449275362
21,0.0005975212748068712,0.0006222775357809583,0.0005878894767783657
22,0.0006057146151475212,0.0006277463904582549,0.0005963029218843172
23,0.0006113906849888606,0.0006447453255963894,0.0006027727546714888
24,0.0006192207316557197,0.0006451612903225806,0.0006105006105006105
25,0.0006270634390192703,0.0006544502617801048,0.0006165228113440197
26,0.0006346911265717407,0.0006557377049180328,0.0006277463904582549
27,0.0006402399637997774,0.0006557377049180328,0.0006333122229259025
28,0.0006448144329905921,0.0006600660066006601,0.0006393861892583121
29,0.0006477044139521413,0.0006600660066006601,0.0006447453255963894
30,0.0006508868607080047,0.0006600660066006601,0.0006455777921239509
31,0.0006546041979417195,0.0006613756613756613,0.000649772579597141
32,0.0006570185807893776,0.0006653359946773121,0.000655307994757536
33,0.0006585247592962615,0.0006666666666666666,0.0006557377049180328
34,0.0006605630925115826,0.0006738544474393531,0.0006587615283267457
35,0.0006616469486643118,0.0006738544474393531,0.0006600660066006601
36,0.0006634697961011458,0.0006738544474393531,0.0006600660066006601
37,0.0006660184171143232,0.0006756756756756757,0.0006635700066357001
38,0.0006685303685742878,0.0006765899864682003,0.0006653359946773121
39,0.000671101821362519,0.0006793478260869565,0.00066711140760507
40,0.000673229006630355,0.0006821282401091405,0.0006706908115358819
41,0.0006748322583024619,0.0006821282401091405,0.0006724949562878278
42,0.0006768527732119071,0.0006821282401091405,0.0006738544474393531
43,0.0006784240173231867,0.000687757909215956,0.0006765899864682003
44,0.0006805810802706371,0.000691085003455425,0.0006779661016949153
45,0.0006834768613110635,0.0006934812760055479,0.0006793478260869565
46,0.0006860393493206659,0.0006934812760055479,0.0006821282401091405
47,0.0006881629236041098,0.0006934812760055479,0.0006849315068493151
48,0.0006912092355919844,0.0007002801120448179,0.0006882312456985547
49,0.0006930444391608634,0.0007002801120448179,0.000691085003455425
50,0.0006952764639477759,0.0007002801120448179,0.0006915629322268327
51,0.0006989703351907673,0.0007002801120448179,0.0006934812760055479
52,0.0007002801120448163,0.0007002801120448179,0.0007002801120448179
53,0.0007002801120448163,0.0007002801120448179,0.0007002801120448179
