Iteration,Avg,Max,Min
1,0.0004200743099763414,0.00045167118337850043,0.0004043671653861706
2,0.0004300482576267331,0.00045248868778280545,0.000419639110365086
3,0.00043744298973225434,0.00046125461254612545,0.00042625745950554135
4,0.0004441222307449126,0.00046468401486988845,0.00043687199650502403
5,0.00045072073892326,0.00047709923664122136,0.0004409171075837742
6,0.00045662245595229904,0.00047709923664122136,0.00044802867383512545
7,0.000464824117699329,0.0004992511233150275,0.00045475216007276033
8,0.0004724040006211159,0.0005068423720223011,0.000462962962962963
9,0.0004807786336357606,0.0005068423720223011,0.0004716981132075472
10,0.00048745754553982843,0.0005099439061703213,0.00047778308647873863
11,0.000494758455824125,0.0005099439061703213,0.0004861448711716091
12,0.0005002476265418079,0.000517063081695967,0.000493339911198816
13,0.0005043178309367147,0.000517063081695967,0.0004972650422675286
14,0.0005111198779211934,0.0005277044854881266,0.0005065856129685917
15,0.0005141658691996397,0.0005310674455655868,0.0005073566717402334
16,0.0005197263813090393,0.0005350454788657035,0.000513347022587269
17,0.0005239506926209115,0.0005353319057815846,0.000517063081695967
18,0.0005305692559291107,0.0005449591280653951,0.0005224660397074191
19,0.0005352165838013037,0.000547945205479452,0.0005310674455655868
20,0.0005402056946516732,0.0005518763796909492,0.0005341880341880342
21,0.0005436558568115063,0.0005518763796909492,0.0005379236148466917
22,0.000546132748607802,0.0005518763796909492,0.0005425935973955507
23,0.0005480309691247129,0.0005518763796909492,0.0005458515283842794
24,0.0005483190684284924,0.0005518763796909492,0.000547945205479452
25,0.0005487532643824683,0.0005518763796909492,0.000547945205479452
26,0.0005496407703649933,0.0005543237250554324,0.000547945205479452
27,0.0005506027061430392,0.0005543237250554324,0.0005497526113249038
28,0.0005516339440606903,0.0005595970900951316,0.00055005500550055
29,0.0005534686230746762,0.0005599104143337066,0.0005518763796909492
30,0.0005548420431156638,0.0005599104143337066,0.0005518763796909492
31,0.0005562218152854518,0.0005688282138794084,0.0005543237250554324
32,0.0005582117061509147,0.0005688282138794084,0.0005546311702717693
33,0.0005591217010753905,0.0005688282138794084,0.0005567928730512249
34,0.0005607360269031675,0.0005717552887364208,0.0005567928730512249
35,0.0005630591086657226,0.0005717552887364208,0.0005595970900951316
36,0.0005666293970747311,0.0005724098454493417,0.0005599104143337066
37,0.0005697320292926097,0.0005724098454493417,0.0005688282138794084
38,0.0005704403422214782,0.0005724098454493417,0.0005688282138794084
39,0.0005712143386556134,0.0005724098454493417,0.0005691519635742744
40,0.0005719585958550543,0.000574052812858783,0.0005717552887364208
41,0.0005720766790884656,0.000574052812858783,0.0005717552887364208
